
[Wed Jan 04 18:46:28.763 2017] Begin Peak Summation Update test @ 8000 KHz
[Wed Jan 04 18:46:30.935 2017] ,START,EOL
[Wed Jan 04 18:46:30.951 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:46:30.967 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:46:31.014 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,8000,STOP_FREQ,12000,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:46:31.170 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:56:57.841 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49500.00,running_sum = 277 (12bit),running_sum = 271 (mV), temp = 22
[Wed Jan 04 18:56:58.263 2017] ,DISCHARGE,NA,NA,49500.00,12,22
[Wed Jan 04 18:57:01.154 2017] ,CHARGING,NA,NA,49600.00,15,22
[Wed Jan 04 18:57:01.279 2017] ,CHARGING,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:01.513 2017] ,MEASURE,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:01.763 2017] ,MEASURE,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:01.997 2017] ,MEASURE,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:02.232 2017] ,MEASURE,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:02.482 2017] ,MEASURE,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:02.513 2017] ,RECORD,NA,NA,49600.00,14,22
[Wed Jan 04 18:57:02.544 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49600.00,running_sum = 291 (12bit),running_sum = 284 (mV), temp = 22
[Wed Jan 04 18:57:02.951 2017] ,DISCHARGE,NA,NA,49600.00,12,22
[Wed Jan 04 18:57:05.841 2017] ,CHARGING,NA,NA,49700.00,15,22
[Wed Jan 04 18:57:05.998 2017] ,CHARGING,NA,NA,49700.00,14,22
[Wed Jan 04 18:57:06.232 2017] ,MEASURE,NA,NA,49700.00,14,22
[Wed Jan 04 18:57:06.466 2017] ,MEASURE,NA,NA,49700.00,14,22
[Wed Jan 04 18:57:06.716 2017] ,MEASURE,NA,NA,49700.00,14,22
[Wed Jan 04 18:57:06.935 2017] ,MEASURE,NA,NA,49700.00,14,22
[Wed Jan 04 18:57:07.170 2017] ,MEASURE,NA,NA,49700.00,15,22
[Wed Jan 04 18:57:07.216 2017] ,RECORD,NA,NA,49700.00,15,22
[Wed Jan 04 18:57:07.248 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49700.00,running_sum = 306 (12bit),running_sum = 299 (mV), temp = 22
[Wed Jan 04 18:57:07.670 2017] ,DISCHARGE,NA,NA,49700.00,11,22
[Wed Jan 04 18:57:10.560 2017] ,CHARGING,NA,NA,49800.00,15,22
[Wed Jan 04 18:57:10.685 2017] ,CHARGING,NA,NA,49800.00,15,22
[Wed Jan 04 18:57:10.935 2017] ,MEASURE,NA,NA,49800.00,14,22
[Wed Jan 04 18:57:11.170 2017] ,MEASURE,NA,NA,49800.00,14,22
[Wed Jan 04 18:57:11.404 2017] ,MEASURE,NA,NA,49800.00,14,22
[Wed Jan 04 18:57:11.654 2017] ,MEASURE,NA,NA,49800.00,14,22
[Wed Jan 04 18:57:11.889 2017] ,MEASURE,NA,NA,49800.00,15,22
[Wed Jan 04 18:57:11.920 2017] ,RECORD,NA,NA,49800.00,15,22
[Wed Jan 04 18:57:11.951 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49800.00,running_sum = 321 (12bit),running_sum = 313 (mV), temp = 22
[Wed Jan 04 18:57:12.373 2017] ,DISCHARGE,NA,NA,49800.00,12,22
[Wed Jan 04 18:57:15.264 2017] ,CHARGING,NA,NA,49900.00,15,22
[Wed Jan 04 18:57:15.404 2017] ,CHARGING,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:15.639 2017] ,MEASURE,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:15.873 2017] ,MEASURE,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:16.107 2017] ,MEASURE,NA,NA,49900.00,15,22
[Wed Jan 04 18:57:16.342 2017] ,MEASURE,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:16.592 2017] ,MEASURE,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:16.623 2017] ,RECORD,NA,NA,49900.00,14,22
[Wed Jan 04 18:57:16.654 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49900.00,running_sum = 335 (12bit),running_sum = 327 (mV), temp = 22
[Wed Jan 04 18:57:17.092 2017] ,DISCHARGE,NA,NA,49900.00,12,22
[Wed Jan 04 18:57:19.967 2017] ,CHARGING,NA,NA,50000.00,15,22
[Wed Jan 04 18:57:20.108 2017] ,CHARGING,NA,NA,50000.00,15,22
[Wed Jan 04 18:57:20.342 2017] ,MEASURE,NA,NA,50000.00,14,22
[Wed Jan 04 18:57:20.592 2017] ,MEASURE,NA,NA,50000.00,14,22
[Wed Jan 04 18:57:20.826 2017] ,MEASURE,NA,NA,50000.00,14,22
[Wed Jan 04 18:57:21.061 2017] ,MEASURE,NA,NA,50000.00,15,22
[Wed Jan 04 18:57:21.295 2017] ,MEASURE,NA,NA,50000.00,14,22
[Wed Jan 04 18:57:21.342 2017] ,RECORD,NA,NA,50000.00,14,22
[Wed Jan 04 18:57:21.358 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50000.00,running_sum = 349 (12bit),running_sum = 341 (mV), temp = 22
[Wed Jan 04 18:57:21.780 2017] ,DISCHARGE,NA,NA,50000.00,12,22
[Wed Jan 04 18:57:24.670 2017] ,CHARGING,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:24.811 2017] ,CHARGING,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:25.045 2017] ,MEASURE,NA,NA,50100.00,14,22
[Wed Jan 04 18:57:25.280 2017] ,MEASURE,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:25.530 2017] ,MEASURE,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:25.764 2017] ,MEASURE,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:25.999 2017] ,MEASURE,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:26.030 2017] ,RECORD,NA,NA,50100.00,15,22
[Wed Jan 04 18:57:26.077 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50100.00,running_sum = 364 (12bit),running_sum = 355 (mV), temp = 22
[Wed Jan 04 18:57:26.483 2017] ,DISCHARGE,NA,NA,50100.00,12,22
[Wed Jan 04 18:57:29.374 2017] ,CHARGING,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:29.514 2017] ,CHARGING,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:29.764 2017] ,MEASURE,NA,NA,50200.00,14,22
[Wed Jan 04 18:57:29.999 2017] ,MEASURE,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:30.218 2017] ,MEASURE,NA,NA,50200.00,14,22
[Wed Jan 04 18:57:30.468 2017] ,MEASURE,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:30.702 2017] ,MEASURE,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:30.733 2017] ,RECORD,NA,NA,50200.00,15,22
[Wed Jan 04 18:57:30.764 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50200.00,running_sum = 379 (12bit),running_sum = 370 (mV), temp = 22
[Wed Jan 04 18:57:31.202 2017] ,DISCHARGE,NA,NA,50200.00,12,22
[Wed Jan 04 18:57:34.093 2017] ,CHARGING,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:34.218 2017] ,CHARGING,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:34.452 2017] ,MEASURE,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:34.702 2017] ,MEASURE,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:34.937 2017] ,MEASURE,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:35.171 2017] ,MEASURE,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:35.421 2017] ,MEASURE,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:35.452 2017] ,RECORD,NA,NA,50300.00,15,22
[Wed Jan 04 18:57:35.483 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50300.00,running_sum = 394 (12bit),running_sum = 385 (mV), temp = 22
[Wed Jan 04 18:57:35.890 2017] ,DISCHARGE,NA,NA,50300.00,12,22
[Wed Jan 04 18:57:38.796 2017] ,CHARGING,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:38.937 2017] ,CHARGING,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:39.156 2017] ,MEASURE,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:39.390 2017] ,MEASURE,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:39.640 2017] ,MEASURE,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:39.874 2017] ,MEASURE,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:40.109 2017] ,MEASURE,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:40.155 2017] ,RECORD,NA,NA,50400.00,15,22
[Wed Jan 04 18:57:40.187 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50400.00,running_sum = 409 (12bit),running_sum = 399 (mV), temp = 22
[Wed Jan 04 18:57:40.609 2017] ,DISCHARGE,NA,NA,50400.00,12,22
[Wed Jan 04 18:57:43.484 2017] ,CHARGING,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:43.624 2017] ,CHARGING,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:43.874 2017] ,MEASURE,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.109 2017] ,MEASURE,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.343 2017] ,MEASURE,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.593 2017] ,MEASURE,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.812 2017] ,MEASURE,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.843 2017] ,RECORD,NA,NA,50500.00,15,22
[Wed Jan 04 18:57:44.875 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50500.00,running_sum = 424 (12bit),running_sum = 414 (mV), temp = 22
[Wed Jan 04 18:57:45.312 2017] ,DISCHARGE,NA,NA,50500.00,12,22
[Wed Jan 04 18:57:48.203 2017] ,CHARGING,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:48.328 2017] ,CHARGING,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:48.578 2017] ,MEASURE,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:48.812 2017] ,MEASURE,NA,NA,50600.00,15,22
[Wed Jan 04 18:57:49.047 2017] ,MEASURE,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:49.297 2017] ,MEASURE,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:49.531 2017] ,MEASURE,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:49.562 2017] ,RECORD,NA,NA,50600.00,16,22
[Wed Jan 04 18:57:49.594 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50600.00,running_sum = 440 (12bit),running_sum = 430 (mV), temp = 22
[Wed Jan 04 18:57:50.015 2017] ,DISCHARGE,NA,NA,50600.00,12,22
[Wed Jan 04 18:57:52.906 2017] ,CHARGING,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:53.047 2017] ,CHARGING,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:53.281 2017] ,MEASURE,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:53.531 2017] ,MEASURE,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:53.750 2017] ,MEASURE,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:53.984 2017] ,MEASURE,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:54.234 2017] ,MEASURE,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:54.266 2017] ,RECORD,NA,NA,50700.00,16,22
[Wed Jan 04 18:57:54.297 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50700.00,running_sum = 456 (12bit),running_sum = 445 (mV), temp = 22
[Wed Jan 04 18:57:54.719 2017] ,DISCHARGE,NA,NA,50700.00,13,22
[Wed Jan 04 18:57:57.610 2017] ,CHARGING,NA,NA,50800.00,17,22
[Wed Jan 04 18:57:57.750 2017] ,CHARGING,NA,NA,50800.00,17,22
[Wed Jan 04 18:57:57.985 2017] ,MEASURE,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:58.219 2017] ,MEASURE,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:58.469 2017] ,MEASURE,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:58.703 2017] ,MEASURE,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:58.938 2017] ,MEASURE,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:58.985 2017] ,RECORD,NA,NA,50800.00,16,22
[Wed Jan 04 18:57:59.016 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50800.00,running_sum = 472 (12bit),running_sum = 461 (mV), temp = 22
[Wed Jan 04 18:57:59.422 2017] ,DISCHARGE,NA,NA,50800.00,13,22
[Wed Jan 04 18:58:02.313 2017] ,CHARGING,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:02.454 2017] ,CHARGING,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:02.704 2017] ,MEASURE,NA,NA,50900.00,16,22
[Wed Jan 04 18:58:02.922 2017] ,MEASURE,NA,NA,50900.00,16,22
[Wed Jan 04 18:58:03.157 2017] ,MEASURE,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:03.407 2017] ,MEASURE,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:03.641 2017] ,MEASURE,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:03.672 2017] ,RECORD,NA,NA,50900.00,17,22
[Wed Jan 04 18:58:03.704 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 50900.00,running_sum = 489 (12bit),running_sum = 478 (mV), temp = 22
[Wed Jan 04 18:58:04.141 2017] ,DISCHARGE,NA,NA,50900.00,14,22
[Wed Jan 04 18:58:07.016 2017] ,CHARGING,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:07.157 2017] ,CHARGING,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:07.391 2017] ,MEASURE,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:07.641 2017] ,MEASURE,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:07.876 2017] ,MEASURE,NA,NA,51000.00,18,22
[Wed Jan 04 18:58:08.110 2017] ,MEASURE,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:08.344 2017] ,MEASURE,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:08.391 2017] ,RECORD,NA,NA,51000.00,17,22
[Wed Jan 04 18:58:08.407 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51000.00,running_sum = 506 (12bit),running_sum = 494 (mV), temp = 22
[Wed Jan 04 18:58:08.829 2017] ,DISCHARGE,NA,NA,51000.00,14,22
[Wed Jan 04 18:58:11.735 2017] ,CHARGING,NA,NA,51100.00,18,22
[Wed Jan 04 18:58:11.860 2017] ,CHARGING,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:12.095 2017] ,MEASURE,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:12.329 2017] ,MEASURE,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:12.579 2017] ,MEASURE,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:12.813 2017] ,MEASURE,NA,NA,51100.00,18,22
[Wed Jan 04 18:58:13.048 2017] ,MEASURE,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:13.095 2017] ,RECORD,NA,NA,51100.00,17,22
[Wed Jan 04 18:58:13.126 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51100.00,running_sum = 523 (12bit),running_sum = 511 (mV), temp = 22
[Wed Jan 04 18:58:13.532 2017] ,DISCHARGE,NA,NA,51100.00,14,22
[Wed Jan 04 18:58:16.423 2017] ,CHARGING,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:16.579 2017] ,CHARGING,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:16.814 2017] ,MEASURE,NA,NA,51200.00,17,22
[Wed Jan 04 18:58:17.048 2017] ,MEASURE,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:17.282 2017] ,MEASURE,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:17.517 2017] ,MEASURE,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:17.751 2017] ,MEASURE,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:17.782 2017] ,RECORD,NA,NA,51200.00,18,22
[Wed Jan 04 18:58:17.814 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51200.00,running_sum = 541 (12bit),running_sum = 528 (mV), temp = 22
[Wed Jan 04 18:58:18.251 2017] ,DISCHARGE,NA,NA,51200.00,15,22
[Wed Jan 04 18:58:21.142 2017] ,CHARGING,NA,NA,51300.00,19,22
[Wed Jan 04 18:58:21.267 2017] ,CHARGING,NA,NA,51300.00,18,22
[Wed Jan 04 18:58:21.517 2017] ,MEASURE,NA,NA,51300.00,18,22
[Wed Jan 04 18:58:21.751 2017] ,MEASURE,NA,NA,51300.00,18,22
[Wed Jan 04 18:58:21.986 2017] ,MEASURE,NA,NA,51300.00,18,22
[Wed Jan 04 18:58:22.236 2017] ,MEASURE,NA,NA,51300.00,19,22
[Wed Jan 04 18:58:22.470 2017] ,MEASURE,NA,NA,51300.00,19,22
[Wed Jan 04 18:58:22.501 2017] ,RECORD,NA,NA,51300.00,19,22
[Wed Jan 04 18:58:22.533 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51300.00,running_sum = 560 (12bit),running_sum = 547 (mV), temp = 22
[Wed Jan 04 18:58:22.955 2017] ,DISCHARGE,NA,NA,51300.00,15,22
[Wed Jan 04 18:58:25.845 2017] ,CHARGING,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:25.986 2017] ,CHARGING,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:26.205 2017] ,MEASURE,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:26.455 2017] ,MEASURE,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:26.689 2017] ,MEASURE,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:26.923 2017] ,MEASURE,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:27.173 2017] ,MEASURE,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:27.205 2017] ,RECORD,NA,NA,51400.00,19,22
[Wed Jan 04 18:58:27.236 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51400.00,running_sum = 579 (12bit),running_sum = 565 (mV), temp = 22
[Wed Jan 04 18:58:27.658 2017] ,DISCHARGE,NA,NA,51400.00,16,22
[Wed Jan 04 18:58:30.533 2017] ,CHARGING,NA,NA,51500.00,20,22
[Wed Jan 04 18:58:30.689 2017] ,CHARGING,NA,NA,51500.00,19,22
[Wed Jan 04 18:58:30.924 2017] ,MEASURE,NA,NA,51500.00,19,22
[Wed Jan 04 18:58:31.158 2017] ,MEASURE,NA,NA,51500.00,19,22
[Wed Jan 04 18:58:31.408 2017] ,MEASURE,NA,NA,51500.00,19,22
[Wed Jan 04 18:58:31.642 2017] ,MEASURE,NA,NA,51500.00,20,22
[Wed Jan 04 18:58:31.861 2017] ,MEASURE,NA,NA,51500.00,20,22
[Wed Jan 04 18:58:31.908 2017] ,RECORD,NA,NA,51500.00,20,22
[Wed Jan 04 18:58:31.939 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51500.00,running_sum = 599 (12bit),running_sum = 585 (mV), temp = 22
[Wed Jan 04 18:58:32.361 2017] ,DISCHARGE,NA,NA,51500.00,16,22
[Wed Jan 04 18:58:35.252 2017] ,CHARGING,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:35.377 2017] ,CHARGING,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:35.627 2017] ,MEASURE,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:35.861 2017] ,MEASURE,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:36.096 2017] ,MEASURE,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:36.346 2017] ,MEASURE,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:36.580 2017] ,MEASURE,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:36.611 2017] ,RECORD,NA,NA,51600.00,20,22
[Wed Jan 04 18:58:36.643 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51600.00,running_sum = 619 (12bit),running_sum = 604 (mV), temp = 22
[Wed Jan 04 18:58:37.065 2017] ,DISCHARGE,NA,NA,51600.00,16,22
[Wed Jan 04 18:58:39.955 2017] ,CHARGING,NA,NA,51700.00,21,22
[Wed Jan 04 18:58:40.096 2017] ,CHARGING,NA,NA,51700.00,20,22
[Wed Jan 04 18:58:40.330 2017] ,MEASURE,NA,NA,51700.00,20,22
[Wed Jan 04 18:58:40.580 2017] ,MEASURE,NA,NA,51700.00,20,22
[Wed Jan 04 18:58:40.799 2017] ,MEASURE,NA,NA,51700.00,20,22
[Wed Jan 04 18:58:41.034 2017] ,MEASURE,NA,NA,51700.00,21,22
[Wed Jan 04 18:58:41.284 2017] ,MEASURE,NA,NA,51700.00,21,22
[Wed Jan 04 18:58:41.315 2017] ,RECORD,NA,NA,51700.00,21,22
[Wed Jan 04 18:58:41.346 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51700.00,running_sum = 640 (12bit),running_sum = 625 (mV), temp = 22
[Wed Jan 04 18:58:41.783 2017] ,DISCHARGE,NA,NA,51700.00,17,22
[Wed Jan 04 18:58:44.659 2017] ,CHARGING,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:44.799 2017] ,CHARGING,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:45.034 2017] ,MEASURE,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:45.284 2017] ,MEASURE,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:45.518 2017] ,MEASURE,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:45.752 2017] ,MEASURE,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:46.002 2017] ,MEASURE,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:46.034 2017] ,RECORD,NA,NA,51800.00,21,22
[Wed Jan 04 18:58:46.065 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51800.00,running_sum = 661 (12bit),running_sum = 646 (mV), temp = 22
[Wed Jan 04 18:58:46.471 2017] ,DISCHARGE,NA,NA,51800.00,17,22
[Wed Jan 04 18:58:49.362 2017] ,CHARGING,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:49.503 2017] ,CHARGING,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:49.737 2017] ,MEASURE,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:49.971 2017] ,MEASURE,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:50.221 2017] ,MEASURE,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:50.456 2017] ,MEASURE,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:50.690 2017] ,MEASURE,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:50.721 2017] ,RECORD,NA,NA,51900.00,21,22
[Wed Jan 04 18:58:50.768 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 51900.00,running_sum = 683 (12bit),running_sum = 667 (mV), temp = 22
[Wed Jan 04 18:58:51.175 2017] ,DISCHARGE,NA,NA,51900.00,18,22
[Wed Jan 04 18:58:51.222 2017] ,90% Point at 21 (12bit) 21 (mV)
[Wed Jan 04 18:58:51.253 2017] Peak_Summation_start(): ERROR: 3dB not found,PEAK_SUMMATION,NA,NA,Actual_Freq = 51900.00,Peak_Summation = 18 (12bit-hex), Peak_Summation = 23 (mV), Temp = 22 (deg C)
[Wed Jan 04 18:58:51.425 2017] ,PEAK_INDEX = 0,PEAK_FREQ = 48000,PEAK_MEASURE = 23 (mV), PEAK_MEASURE = 2 (8bit)
[Wed Jan 04 18:58:51.518 2017] ******** TEST_MEASURE = 977 (mV), TEST_MEASURE = 1953 (mV)
[Wed Jan 04 18:58:51.581 2017] ,END,EOL
[Wed Jan 04 18:58:51.596 2017] Peak_Summation_Update_display(): byte 0 = 13
[Wed Jan 04 18:58:51.643 2017] Peak_Summation_Update_display(): byte 1 = 215
[Wed Jan 04 18:58:51.690 2017] Peak_Summation_Update_display(): byte 2 = 2
[Wed Jan 04 18:58:51.737 2017] Peak_Summation_Update_display(): byte 3 = 0
[Wed Jan 04 18:58:51.784 2017] Peak_Summation_Update_display(): byte 4 = 0
[Wed Jan 04 18:58:51.831 2017] Peak_Summation_Update_display(): byte 5 = 24
[Wed Jan 04 18:58:51.878 2017] Peak_Summation_Update_display(): byte 6 = 255
[Wed Jan 04 18:58:51.925 2017] Peak_Summation_Update_display(): byte 7 = 0
[Wed Jan 04 18:58:51.972 2017] Peak_Summation_Update_display(): byte 8 = 134
[Wed Jan 04 18:58:52.018 2017] Peak_Summation_Update_display(): byte 9 = 0
[Wed Jan 04 18:58:52.065 2017] Peak_Summation_Update_display(): byte 10 = 128
[Wed Jan 04 18:58:52.112 2017] FIRMWARE_VERSION MAJOR.MINOR.PATCH: 0.1.8
[Wed Jan 04 18:58:52.175 2017] 
[Wed Jan 04 18:58:52.175 2017] Debug Menu.
[Wed Jan 04 18:58:52.190 2017] 0. Change Frequency Scan Parameters.
[Wed Jan 04 18:58:52.222 2017] 1. Verbose Level. Loud or Quiet.
[Wed Jan 04 18:58:52.268 2017] 2. Tx_Rx_Segment_Measure test.
[Wed Jan 04 18:58:52.300 2017] 3. Peak_Summation_Update test.
[Wed Jan 04 18:58:52.331 2017] t. mean adc noise test of one filter length over range of frequencies.
[Wed Jan 04 18:58:52.409 2017] u. magnetometer_scan test.
[Wed Jan 04 18:58:52.440 2017] v. Less than 2V Coil Loop back test with Tx Coil 1 and Rx Coil 1. Make sure Loop back is externally connected..
[Wed Jan 04 18:58:52.550 2017] w. More than 2V Coil Loop back test with Tx Coil 1 and Rx Coil 1. Make sure Loop back is externally connected..
[Wed Jan 04 18:58:52.659 2017] x. Back to main menu.
[Wed Jan 04 18:58:52.690 2017] 
[Wed Jan 04 18:58:52.690 2017] **** HIT THE <SPACE BAR> TO GO BACK TO CONTINUOUS MEASUREMENTS. ****
[Wed Jan 04 18:58:52.768 2017] 
